Departure,Destination,Date,Departure time,Arrival time,Flightnumber,Duration,Price
Brussels,Tenerife,21/05/2023,None,None,None,None,None
Brussels,Tenerife,22/05/2023,None,None,None,None,None
Brussels,Tenerife,23/05/2023,None,None,None,None,None
Brussels,Tenerife,24/05/2023,None,None,None,None,None
Brussels,Tenerife,25/05/2023,None,None,None,None,None
Brussels,Tenerife,26/05/2023,None,None,None,None,None
Brussels,Tenerife,27/05/2023,None,None,None,None,None
Brussels,Tenerife,28/05/2023,None,None,None,None,None
Brussels,Tenerife,29/05/2023,None,None,None,None,None
Brussels,Tenerife,30/05/2023,None,None,None,None,None
Brussels,Tenerife,31/05/2023,None,None,None,None,None
Brussels,Tenerife,01/06/2023,None,None,None,None,None
Brussels,Tenerife,02/06/2023,None,None,None,None,None
Brussels,Tenerife,03/06/2023,None,None,None,None,None
Brussels,Tenerife,04/06/2023,None,None,None,None,None
Brussels,Tenerife,05/06/2023,None,None,None,None,None
Brussels,Tenerife,06/06/2023,None,None,None,None,None
Brussels,Tenerife,07/06/2023,None,None,None,None,None
Brussels,Tenerife,08/06/2023,None,None,None,None,None
Brussels,Tenerife,09/06/2023,None,None,None,None,None
Brussels,Tenerife,10/06/2023,None,None,None,None,None
Brussels,Tenerife,11/06/2023,None,None,None,None,None
Brussels,Tenerife,12/06/2023,None,None,None,None,None
Brussels,Tenerife,13/06/2023,None,None,None,None,None
Brussels,Tenerife,14/06/2023,None,None,None,None,None
Brussels,Tenerife,15/06/2023,None,None,None,None,None
Brussels,Tenerife,16/06/2023,None,None,None,None,None
Brussels,Tenerife,17/06/2023,None,None,None,None,None
Brussels,Tenerife,18/06/2023,None,None,None,None,None
Brussels,Tenerife,19/06/2023,None,None,None,None,None
Brussels,Tenerife,20/06/2023,None,None,None,None,None
Brussels,Tenerife,21/06/2023,None,None,None,None,None
Brussels,Tenerife,22/06/2023,None,None,None,None,None
Brussels,Tenerife,23/06/2023,None,None,None,None,None
Brussels,Tenerife,24/06/2023,None,None,None,None,None
Brussels,Tenerife,25/06/2023,None,None,None,None,None
Brussels,Tenerife,26/06/2023,None,None,None,None,None
Brussels,Tenerife,27/06/2023,None,None,None,None,None
Brussels,Tenerife,28/06/2023,None,None,None,None,None
Brussels,Tenerife,29/06/2023,None,None,None,None,None
Brussels,Tenerife,30/06/2023,None,None,None,None,None
Brussels,Tenerife,01/07/2023,07:00,10:30,HV9061,210,301.0
Brussels,Tenerife,02/07/2023,None,None,None,None,None
Brussels,Tenerife,03/07/2023,None,None,None,None,None
Brussels,Tenerife,04/07/2023,None,None,None,None,None
Brussels,Tenerife,05/07/2023,06:30,10:00,HV9061,210,257.0
Brussels,Tenerife,06/07/2023,None,None,None,None,None
Brussels,Tenerife,07/07/2023,None,None,None,None,None
Brussels,Tenerife,08/07/2023,07:00,10:30,HV9061,210,301.0
Brussels,Tenerife,09/07/2023,None,None,None,None,None
Brussels,Tenerife,10/07/2023,None,None,None,None,None
Brussels,Tenerife,11/07/2023,None,None,None,None,None
Brussels,Tenerife,12/07/2023,06:30,10:00,HV9061,210,257.0
Brussels,Tenerife,13/07/2023,None,None,None,None,None
Brussels,Tenerife,14/07/2023,None,None,None,None,None
Brussels,Tenerife,15/07/2023,07:00,10:30,HV9061,210,301.0
Brussels,Tenerife,16/07/2023,None,None,None,None,None
Brussels,Tenerife,17/07/2023,None,None,None,None,None
Brussels,Tenerife,18/07/2023,None,None,None,None,None
Brussels,Tenerife,19/07/2023,06:30,10:00,HV9061,210,278.0
Brussels,Tenerife,20/07/2023,None,None,None,None,None
Brussels,Tenerife,21/07/2023,None,None,None,None,None
Brussels,Tenerife,22/07/2023,07:00,10:30,HV9061,210,301.0
Brussels,Tenerife,23/07/2023,None,None,None,None,None
Brussels,Tenerife,24/07/2023,None,None,None,None,None
Brussels,Tenerife,25/07/2023,None,None,None,None,None
Brussels,Tenerife,26/07/2023,06:30,10:00,HV9061,210,257.0
Brussels,Tenerife,27/07/2023,None,None,None,None,None
Brussels,Tenerife,28/07/2023,None,None,None,None,None
Brussels,Tenerife,29/07/2023,07:00,10:30,HV9061,210,257.0
Brussels,Tenerife,30/07/2023,None,None,None,None,None
Brussels,Tenerife,31/07/2023,None,None,None,None,None
Brussels,Tenerife,01/08/2023,None,None,None,None,None
Brussels,Tenerife,02/08/2023,06:30,10:00,HV9061,210,216.0
Brussels,Tenerife,03/08/2023,None,None,None,None,None
Brussels,Tenerife,04/08/2023,None,None,None,None,None
Brussels,Tenerife,05/08/2023,07:00,10:30,HV9061,210,216.0
Brussels,Tenerife,06/08/2023,None,None,None,None,None
Brussels,Tenerife,07/08/2023,None,None,None,None,None
Brussels,Tenerife,08/08/2023,None,None,None,None,None
Brussels,Tenerife,09/08/2023,06:30,10:00,HV9061,210,185.0
Brussels,Tenerife,10/08/2023,None,None,None,None,None
Brussels,Tenerife,11/08/2023,None,None,None,None,None
Brussels,Tenerife,12/08/2023,07:00,10:30,HV9061,210,200.0
Brussels,Tenerife,13/08/2023,None,None,None,None,None
Brussels,Tenerife,14/08/2023,None,None,None,None,None
Brussels,Tenerife,15/08/2023,None,None,None,None,None
Brussels,Tenerife,16/08/2023,06:30,10:00,HV9061,210,185.0
Brussels,Tenerife,17/08/2023,None,None,None,None,None
Brussels,Tenerife,18/08/2023,None,None,None,None,None
Brussels,Tenerife,19/08/2023,07:00,10:30,HV9061,210,170.0
Brussels,Tenerife,20/08/2023,None,None,None,None,None
Brussels,Tenerife,21/08/2023,None,None,None,None,None
Brussels,Tenerife,22/08/2023,None,None,None,None,None
Brussels,Tenerife,23/08/2023,06:30,10:00,HV9061,210,85.0
Brussels,Tenerife,24/08/2023,None,None,None,None,None
Brussels,Tenerife,25/08/2023,None,None,None,None,None
Brussels,Tenerife,26/08/2023,07:00,10:30,HV9061,210,79.0
Brussels,Tenerife,27/08/2023,None,None,None,None,None
Brussels,Tenerife,28/08/2023,None,None,None,None,None
Brussels,Tenerife,29/08/2023,None,None,None,None,None
Brussels,Tenerife,30/08/2023,06:30,10:00,HV9061,210,139.0
Brussels,Tenerife,31/08/2023,None,None,None,None,None
Brussels,Tenerife,01/09/2023,None,None,None,None,None
Brussels,Tenerife,02/09/2023,06:30,10:00,HV9061,210,170.0
Brussels,Tenerife,03/09/2023,None,None,None,None,None
Brussels,Tenerife,04/09/2023,None,None,None,None,None
Brussels,Tenerife,05/09/2023,None,None,None,None,None
Brussels,Tenerife,06/09/2023,06:30,10:00,HV9061,210,139.0
Brussels,Tenerife,07/09/2023,None,None,None,None,None
Brussels,Tenerife,08/09/2023,None,None,None,None,None
Brussels,Tenerife,09/09/2023,06:30,10:00,HV9061,210,170.0
Brussels,Tenerife,10/09/2023,None,None,None,None,None
Brussels,Tenerife,11/09/2023,None,None,None,None,None
Brussels,Tenerife,12/09/2023,None,None,None,None,None
Brussels,Tenerife,13/09/2023,06:30,10:00,HV9061,210,79.0
Brussels,Tenerife,14/09/2023,None,None,None,None,None
Brussels,Tenerife,15/09/2023,None,None,None,None,None
Brussels,Tenerife,16/09/2023,06:30,10:00,HV9061,210,154.0
Brussels,Tenerife,17/09/2023,None,None,None,None,None
Brussels,Tenerife,18/09/2023,None,None,None,None,None
Brussels,Tenerife,19/09/2023,None,None,None,None,None
Brussels,Tenerife,20/09/2023,06:30,10:00,HV9061,210,139.0
Brussels,Tenerife,21/09/2023,None,None,None,None,None
Brussels,Tenerife,22/09/2023,None,None,None,None,None
Brussels,Tenerife,23/09/2023,06:30,10:00,HV9061,210,170.0
Brussels,Tenerife,24/09/2023,None,None,None,None,None
Brussels,Tenerife,25/09/2023,None,None,None,None,None
Brussels,Tenerife,26/09/2023,None,None,None,None,None
Brussels,Tenerife,27/09/2023,06:30,10:00,HV9061,210,170.0
Brussels,Tenerife,28/09/2023,None,None,None,None,None
Brussels,Tenerife,29/09/2023,None,None,None,None,None
Brussels,Tenerife,30/09/2023,06:30,10:00,HV9061,210,200.0
