datumVanVertrek,vertrekLuchthaven,aankomstLuchthaven,vertrekTijd,aankomstTijd,prijs,duur,vrijeZitplaatsen,vluchtNummer,aantalStops,vertrekLuchthavenCode,aankomstLuchthavenCode
2023-08-02,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Brussel,Palermo,06:00,10:20,369.99,4u 20m,10,3581,1,BRU,PMO
2023-08-04,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Brussel,Palermo,06:05,10:25,369.99,4u 20m,10,3581,1,BRU,PMO
2023-08-07,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-10,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-10,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-10,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-10,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-11,Brussel,Palermo,06:00,10:20,249.99,4u 20m,10,3581,1,BRU,PMO
2023-08-11,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-11,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-11,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-13,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-13,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-13,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-13,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Brussel,Palermo,06:05,10:25,349.99,4u 20m,10,3581,1,BRU,PMO
2023-08-14,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-17,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-17,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-17,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-17,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-18,Brussel,Palermo,06:00,10:20,259.99,4u 20m,10,3581,1,BRU,PMO
2023-08-18,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-18,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-18,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-20,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-20,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-20,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-20,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Brussel,Palermo,06:05,10:25,189.99,4u 20m,10,3581,1,BRU,PMO
2023-08-21,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-24,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-24,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-24,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-24,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-25,Brussel,Palermo,06:00,10:20,179.99,4u 20m,10,3581,1,BRU,PMO
2023-08-25,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-25,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-25,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-27,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-27,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-27,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-27,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Brussel,Palermo,06:05,10:25,179.99,4u 20m,10,3581,1,BRU,PMO
2023-08-28,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-31,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-31,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-31,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-31,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-01,Brussel,Palermo,06:00,10:20,199.99,4u 20m,10,3581,1,BRU,PMO
2023-09-01,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-01,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-01,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-03,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-03,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-03,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-03,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Brussel,Palermo,06:00,10:20,164.99,4u 20m,10,3581,1,BRU,PMO
2023-09-04,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-07,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-07,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-07,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-07,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-08,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-08,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-08,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-08,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-10,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-10,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-10,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-10,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-11,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-14,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-14,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-14,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-14,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-15,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-15,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-15,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-15,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-17,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-17,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-17,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-17,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-18,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-21,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-21,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-21,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-21,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-22,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-22,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-22,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-22,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-24,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-24,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-24,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-24,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Brussel,Palermo,06:00,10:20,189.99,4u 20m,10,3581,1,BRU,PMO
2023-09-25,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-28,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-28,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-28,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-28,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-29,Brussel,Palermo,06:00,10:20,149.99,4u 20m,10,3581,1,BRU,PMO
2023-09-29,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-29,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-29,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-01,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-01,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-01,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-01,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Brussel,Palermo,06:00,10:20,149.99,4u 20m,10,3581,1,BRU,PMO
2023-10-02,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-05,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-05,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-05,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-05,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Brussel,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Luik,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Antwerpen,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Brugge-Oostende,Palermo,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Brussel,Faro,13:35,15:50,129.99,3u 15m,10,1941,0,BRU,FAO
2023-04-09,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Antwerpen,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Brugge-Oostende,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Brussel,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Luik,Faro,geen,geen,geen,geen,geen,geen,geen,geen,geen
