Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Faro,2023-08-18,07:05:00.000,09:00:00.000,48.84,02:55,0,3,FR 2941,FR~2941~ ~~CRL~08/18/2023 07:05~FAO~08/18/2023 09:00~~
Brussels (Charleroi),Faro,2023-08-18,17:30:00.000,19:25:00.000,58.12,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/18/2023 17:30~FAO~08/18/2023 19:25~~
Brussels (Charleroi),Alicante,2023-08-18,09:45:00.000,12:10:00.000,66.19,02:25,0,1,FR 3534,FR~3534~ ~~CRL~08/18/2023 09:45~ALC~08/18/2023 12:10~~
Brussels (Charleroi),Alicante,2023-08-18,17:20:00.000,19:45:00.000,67.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/18/2023 17:20~ALC~08/18/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-08-18,16:15:00.000,18:40:00.000,41.13,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/18/2023 16:15~IBZ~08/18/2023 18:40~~
Brussels (Charleroi),Malaga,2023-08-18,10:00:00.000,12:45:00.000,77.74,02:45,0,5,FR 1928,FR~1928~ ~~CRL~08/18/2023 10:00~AGP~08/18/2023 12:45~~
Brussels (Charleroi),Malaga,2023-08-18,20:55:00.000,23:40:00.000,49.24,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/18/2023 20:55~AGP~08/18/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-08-18,06:30:00.000,10:05:00.000,120.19,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~08/18/2023 06:30~TFS~08/18/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-08-19,08:10:00.000,12:35:00.000,70.57,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~08/19/2023 08:10~HER~08/19/2023 12:35~~
Brussels (Charleroi),Naples,2023-08-19,07:45:00.000,10:00:00.000,26.2,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/19/2023 07:45~NAP~08/19/2023 10:00~~
Brussels (Charleroi),Palermo,2023-08-19,21:30:00.000,23:59:00.000,39.68,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~08/19/2023 21:30~PMO~08/19/2023 23:59~~
Brussels (Charleroi),Faro,2023-08-19,11:05:00.000,13:00:00.000,87.79,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/19/2023 11:05~FAO~08/19/2023 13:00~~
Brussels (Charleroi),Alicante,2023-08-19,15:50:00.000,18:15:00.000,53.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/19/2023 15:50~ALC~08/19/2023 18:15~~
Brussels (Charleroi),Malaga,2023-08-19,13:35:00.000,16:20:00.000,57.12,02:45,0,4,FR 1916,FR~1916~ ~~CRL~08/19/2023 13:35~AGP~08/19/2023 16:20~~
Brussels (Charleroi),Corfu,2023-08-20,17:00:00.000,20:40:00.000,79.19,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~08/20/2023 17:00~CFU~08/20/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-08-20,17:30:00.000,19:55:00.000,26.09,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~08/20/2023 17:30~BDS~08/20/2023 19:55~~
Brussels (Charleroi),Naples,2023-08-20,09:45:00.000,12:00:00.000,41.73,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/20/2023 09:45~NAP~08/20/2023 12:00~~
Brussels (Charleroi),Faro,2023-08-20,16:45:00.000,18:40:00.000,62.39,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/20/2023 16:45~FAO~08/20/2023 18:40~~
Brussels (Charleroi),Faro,2023-08-20,19:45:00.000,21:40:00.000,43.57,02:55,0,3,FR 6312,FR~6312~ ~~CRL~08/20/2023 19:45~FAO~08/20/2023 21:40~~
Brussels (Charleroi),Alicante,2023-08-20,09:55:00.000,12:20:00.000,72.19,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/20/2023 09:55~ALC~08/20/2023 12:20~~
Brussels (Charleroi),Alicante,2023-08-20,15:00:00.000,17:25:00.000,55.87,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/20/2023 15:00~ALC~08/20/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-08-20,07:30:00.000,09:55:00.000,49.89,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/20/2023 07:30~IBZ~08/20/2023 09:55~~
Brussels,Malaga,2023-08-20,09:55:00.000,12:50:00.000,62.07,02:55,0,5,FR 2923,FR~2923~ ~~BRU~08/20/2023 09:55~AGP~08/20/2023 12:50~~
Brussels (Charleroi),Malaga,2023-08-20,21:30:00.000,00:15:00.000,27.59,02:45,0,2,FR 1916,FR~1916~ ~~CRL~08/20/2023 21:30~AGP~08/21/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-08-20,12:35:00.000,16:10:00.000,102.11,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~08/20/2023 12:35~TFS~08/20/2023 16:10~~
Brussels (Charleroi),Corfu,2023-08-21,19:20:00.000,23:00:00.000,40.24,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~08/21/2023 19:20~CFU~08/21/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-08-21,12:00:00.000,16:35:00.000,48.95,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~08/21/2023 12:00~RHO~08/21/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-08-21,20:55:00.000,23:20:00.000,26.09,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~08/21/2023 20:55~BDS~08/21/2023 23:20~~
Brussels (Charleroi),Naples,2023-08-21,06:30:00.000,08:45:00.000,24.34,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/21/2023 06:30~NAP~08/21/2023 08:45~~
Brussels (Charleroi),Naples,2023-08-21,09:30:00.000,11:45:00.000,30.06,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~08/21/2023 09:30~NAP~08/21/2023 11:45~~
Brussels (Charleroi),Palermo,2023-08-21,12:05:00.000,14:35:00.000,62.94,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/21/2023 12:05~PMO~08/21/2023 14:35~~
Brussels (Charleroi),Faro,2023-08-21,18:00:00.000,19:55:00.000,64.49,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/21/2023 18:00~FAO~08/21/2023 19:55~~
Brussels (Charleroi),Alicante,2023-08-21,16:55:00.000,19:20:00.000,57.12,02:25,0,2,FR 3534,FR~3534~ ~~CRL~08/21/2023 16:55~ALC~08/21/2023 19:20~~
Brussels,Malaga,2023-08-21,17:40:00.000,20:30:00.000,59.38,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~08/21/2023 17:40~AGP~08/21/2023 20:30~~
Brussels (Charleroi),Malaga,2023-08-21,19:20:00.000,22:05:00.000,31.39,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/21/2023 19:20~AGP~08/21/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-08-22,07:20:00.000,11:45:00.000,54.45,03:25,0,3,FR 7986,FR~7986~ ~~CRL~08/22/2023 07:20~HER~08/22/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-08-22,17:20:00.000,19:45:00.000,22.64,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~08/22/2023 17:20~BDS~08/22/2023 19:45~~
Brussels (Charleroi),Naples,2023-08-22,19:20:00.000,21:35:00.000,33.78,02:15,0,4,FR 1302,FR~1302~ ~~CRL~08/22/2023 19:20~NAP~08/22/2023 21:35~~
Brussels (Charleroi),Palermo,2023-08-22,15:35:00.000,18:05:00.000,38.45,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/22/2023 15:35~PMO~08/22/2023 18:05~~
Brussels (Charleroi),Faro,2023-08-22,13:45:00.000,15:40:00.000,62.39,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/22/2023 13:45~FAO~08/22/2023 15:40~~
Brussels (Charleroi),Faro,2023-08-22,16:45:00.000,18:40:00.000,29.79,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/22/2023 16:45~FAO~08/22/2023 18:40~~
Brussels (Charleroi),Alicante,2023-08-22,06:30:00.000,08:55:00.000,41.19,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/22/2023 06:30~ALC~08/22/2023 08:55~~
Brussels (Charleroi),Alicante,2023-08-22,12:15:00.000,14:40:00.000,49.34,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/22/2023 12:15~ALC~08/22/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-08-22,09:25:00.000,11:50:00.000,28.51,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/22/2023 09:25~IBZ~08/22/2023 11:50~~
Brussels (Charleroi),Malaga,2023-08-22,16:00:00.000,18:45:00.000,32.03,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/22/2023 16:00~AGP~08/22/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-08-22,07:15:00.000,10:50:00.000,105.55,04:35,0,2,FR 563,FR~ 563~ ~~CRL~08/22/2023 07:15~TFS~08/22/2023 10:50~~
Brussels (Charleroi),Corfu,2023-08-23,08:05:00.000,11:45:00.000,65.19,02:40,0,1,FR 6251,FR~6251~ ~~CRL~08/23/2023 08:05~CFU~08/23/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-08-23,13:10:00.000,17:45:00.000,63.56,03:35,0,3,FR 8577,FR~8577~ ~~CRL~08/23/2023 13:10~RHO~08/23/2023 17:45~~
Brussels (Charleroi),Naples,2023-08-23,16:35:00.000,18:50:00.000,61.57,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/23/2023 16:35~NAP~08/23/2023 18:50~~
Brussels (Charleroi),Palermo,2023-08-23,09:25:00.000,11:55:00.000,30.06,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/23/2023 09:25~PMO~08/23/2023 11:55~~
Brussels (Charleroi),Faro,2023-08-23,12:25:00.000,14:20:00.000,32.03,02:55,0,4,FR 2941,FR~2941~ ~~CRL~08/23/2023 12:25~FAO~08/23/2023 14:20~~
Brussels (Charleroi),Faro,2023-08-23,16:20:00.000,18:15:00.000,29.79,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/23/2023 16:20~FAO~08/23/2023 18:15~~
Brussels (Charleroi),Alicante,2023-08-23,10:00:00.000,12:25:00.000,44.87,02:25,0,4,FR 3534,FR~3534~ ~~CRL~08/23/2023 10:00~ALC~08/23/2023 12:25~~
Brussels (Charleroi),Alicante,2023-08-23,14:45:00.000,17:10:00.000,42.77,02:25,0,1,FR 9053,FR~9053~ ~~CRL~08/23/2023 14:45~ALC~08/23/2023 17:10~~
Brussels (Charleroi),Alicante,2023-08-23,21:55:00.000,00:20:00.000,36.89,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~08/23/2023 21:55~ALC~08/24/2023 00:20~~
Brussels,Malaga,2023-08-23,10:05:00.000,13:00:00.000,47.05,02:55,0,4,FR 2923,FR~2923~ ~~BRU~08/23/2023 10:05~AGP~08/23/2023 13:00~~
Brussels (Charleroi),Malaga,2023-08-23,06:45:00.000,09:30:00.000,48.24,02:45,0,4,FR 1916,FR~1916~ ~~CRL~08/23/2023 06:45~AGP~08/23/2023 09:30~~
Brussels (Charleroi),Corfu,2023-08-24,18:20:00.000,22:00:00.000,41.19,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~08/24/2023 18:20~CFU~08/24/2023 22:00~~
Brussels (Charleroi),Naples,2023-08-24,06:25:00.000,08:40:00.000,40.91,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/24/2023 06:25~NAP~08/24/2023 08:40~~
Brussels (Charleroi),Faro,2023-08-24,11:25:00.000,13:20:00.000,43.09,02:55,0,3,FR 2941,FR~2941~ ~~CRL~08/24/2023 11:25~FAO~08/24/2023 13:20~~
Brussels (Charleroi),Alicante,2023-08-24,09:00:00.000,11:25:00.000,37.73,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/24/2023 09:00~ALC~08/24/2023 11:25~~
Brussels (Charleroi),Alicante,2023-08-24,15:05:00.000,17:30:00.000,49.34,02:25,0,3,FR 3534,FR~3534~ ~~CRL~08/24/2023 15:05~ALC~08/24/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-08-24,10:20:00.000,12:45:00.000,83.81,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/24/2023 10:20~IBZ~08/24/2023 12:45~~
Brussels (Charleroi),Malaga,2023-08-24,17:30:00.000,20:15:00.000,26.76,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/24/2023 17:30~AGP~08/24/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-08-24,20:00:00.000,23:35:00.000,76.39,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~08/24/2023 20:00~TFS~08/24/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-08-25,07:55:00.000,12:30:00.000,63.63,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~08/25/2023 07:55~RHO~08/25/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-08-25,07:00:00.000,09:25:00.000,79.73,02:25,0,5,FR 7737,FR~7737~ ~~CRL~08/25/2023 07:00~BDS~08/25/2023 09:25~~
Brussels (Charleroi),Naples,2023-08-25,09:10:00.000,11:25:00.000,46.39,02:15,0,3,FR 1302,FR~1302~ ~~CRL~08/25/2023 09:10~NAP~08/25/2023 11:25~~
Brussels (Charleroi),Naples,2023-08-25,20:00:00.000,22:15:00.000,46.39,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~08/25/2023 20:00~NAP~08/25/2023 22:15~~
Brussels (Charleroi),Palermo,2023-08-25,16:35:00.000,19:05:00.000,40.6,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/25/2023 16:35~PMO~08/25/2023 19:05~~
Brussels (Charleroi),Faro,2023-08-25,07:05:00.000,09:00:00.000,19.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/25/2023 07:05~FAO~08/25/2023 09:00~~
Brussels (Charleroi),Faro,2023-08-25,17:30:00.000,19:25:00.000,35.63,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/25/2023 17:30~FAO~08/25/2023 19:25~~
Brussels (Charleroi),Alicante,2023-08-25,09:45:00.000,12:10:00.000,66.49,02:25,0,2,FR 3534,FR~3534~ ~~CRL~08/25/2023 09:45~ALC~08/25/2023 12:10~~
Brussels (Charleroi),Alicante,2023-08-25,17:20:00.000,19:45:00.000,64.62,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/25/2023 17:20~ALC~08/25/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-08-25,16:15:00.000,18:40:00.000,40.13,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/25/2023 16:15~IBZ~08/25/2023 18:40~~
Brussels (Charleroi),Malaga,2023-08-25,10:00:00.000,12:45:00.000,30.43,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~08/25/2023 10:00~AGP~08/25/2023 12:45~~
Brussels (Charleroi),Malaga,2023-08-25,20:55:00.000,23:40:00.000,24.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/25/2023 20:55~AGP~08/25/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-08-25,06:30:00.000,10:05:00.000,79.13,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~08/25/2023 06:30~TFS~08/25/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-08-26,08:10:00.000,12:35:00.000,121.03,03:25,0,3,FR 7986,FR~7986~ ~~CRL~08/26/2023 08:10~HER~08/26/2023 12:35~~
Brussels (Charleroi),Naples,2023-08-26,07:45:00.000,10:00:00.000,35.33,02:15,0,5,FR 1302,FR~1302~ ~~CRL~08/26/2023 07:45~NAP~08/26/2023 10:00~~
Brussels (Charleroi),Palermo,2023-08-26,21:30:00.000,23:59:00.000,29.44,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~08/26/2023 21:30~PMO~08/26/2023 23:59~~
Brussels (Charleroi),Faro,2023-08-26,11:05:00.000,13:00:00.000,44.03,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/26/2023 11:05~FAO~08/26/2023 13:00~~
Brussels (Charleroi),Alicante,2023-08-26,15:50:00.000,18:15:00.000,57.59,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/26/2023 15:50~ALC~08/26/2023 18:15~~
Brussels (Charleroi),Malaga,2023-08-26,13:35:00.000,16:20:00.000,43.09,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/26/2023 13:35~AGP~08/26/2023 16:20~~
Brussels (Charleroi),Corfu,2023-08-27,17:00:00.000,20:40:00.000,74.29,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~08/27/2023 17:00~CFU~08/27/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-08-27,17:30:00.000,19:55:00.000,49.54,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~08/27/2023 17:30~BDS~08/27/2023 19:55~~
Brussels (Charleroi),Naples,2023-08-27,09:45:00.000,12:00:00.000,24.99,02:15,0,1,FR 1302,FR~1302~ ~~CRL~08/27/2023 09:45~NAP~08/27/2023 12:00~~
Brussels (Charleroi),Faro,2023-08-27,16:45:00.000,18:40:00.000,19.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/27/2023 16:45~FAO~08/27/2023 18:40~~
Brussels (Charleroi),Faro,2023-08-27,19:45:00.000,21:40:00.000,19.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/27/2023 19:45~FAO~08/27/2023 21:40~~
Brussels (Charleroi),Alicante,2023-08-27,09:55:00.000,12:20:00.000,48.79,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/27/2023 09:55~ALC~08/27/2023 12:20~~
Brussels (Charleroi),Alicante,2023-08-27,15:00:00.000,17:25:00.000,43.57,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/27/2023 15:00~ALC~08/27/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-08-27,07:30:00.000,09:55:00.000,52.94,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/27/2023 07:30~IBZ~08/27/2023 09:55~~
Brussels,Malaga,2023-08-27,09:55:00.000,12:50:00.000,69.76,02:55,0,3,FR 2923,FR~2923~ ~~BRU~08/27/2023 09:55~AGP~08/27/2023 12:50~~
Brussels (Charleroi),Malaga,2023-08-27,21:30:00.000,00:15:00.000,27.59,02:45,0,5,FR 1916,FR~1916~ ~~CRL~08/27/2023 21:30~AGP~08/28/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-08-27,12:35:00.000,16:10:00.000,104.9,04:35,0,3,FR 563,FR~ 563~ ~~CRL~08/27/2023 12:35~TFS~08/27/2023 16:10~~
Brussels (Charleroi),Corfu,2023-08-28,19:20:00.000,23:00:00.000,40.24,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~08/28/2023 19:20~CFU~08/28/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-08-28,12:00:00.000,16:35:00.000,44.19,03:35,0,3,FR 8577,FR~8577~ ~~CRL~08/28/2023 12:00~RHO~08/28/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-08-28,20:55:00.000,23:20:00.000,14.99,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~08/28/2023 20:55~BDS~08/28/2023 23:20~~
Brussels (Charleroi),Naples,2023-08-28,06:30:00.000,08:45:00.000,24.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/28/2023 06:30~NAP~08/28/2023 08:45~~
Brussels (Charleroi),Naples,2023-08-28,09:30:00.000,11:45:00.000,24.87,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~08/28/2023 09:30~NAP~08/28/2023 11:45~~
Brussels (Charleroi),Palermo,2023-08-28,12:05:00.000,14:35:00.000,46.39,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/28/2023 12:05~PMO~08/28/2023 14:35~~
Brussels (Charleroi),Faro,2023-08-28,18:00:00.000,19:55:00.000,19.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/28/2023 18:00~FAO~08/28/2023 19:55~~
Brussels (Charleroi),Alicante,2023-08-28,16:55:00.000,19:20:00.000,49.34,02:25,0,3,FR 3534,FR~3534~ ~~CRL~08/28/2023 16:55~ALC~08/28/2023 19:20~~
Brussels,Malaga,2023-08-28,17:40:00.000,20:30:00.000,41.07,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~08/28/2023 17:40~AGP~08/28/2023 20:30~~
Brussels (Charleroi),Malaga,2023-08-28,19:20:00.000,22:05:00.000,24.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/28/2023 19:20~AGP~08/28/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-08-29,07:20:00.000,11:45:00.000,70.57,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~08/29/2023 07:20~HER~08/29/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-08-29,17:20:00.000,19:45:00.000,41.66,02:25,0,1,FR 7737,FR~7737~ ~~CRL~08/29/2023 17:20~BDS~08/29/2023 19:45~~
Brussels (Charleroi),Naples,2023-08-29,19:20:00.000,21:35:00.000,46.18,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/29/2023 19:20~NAP~08/29/2023 21:35~~
Brussels (Charleroi),Palermo,2023-08-29,15:35:00.000,18:05:00.000,47.57,02:30,0,1,FR 6269,FR~6269~ ~~CRL~08/29/2023 15:35~PMO~08/29/2023 18:05~~
Brussels (Charleroi),Faro,2023-08-29,13:45:00.000,15:40:00.000,50.69,02:55,0,3,FR 2941,FR~2941~ ~~CRL~08/29/2023 13:45~FAO~08/29/2023 15:40~~
Brussels (Charleroi),Faro,2023-08-29,16:45:00.000,18:40:00.000,16.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/29/2023 16:45~FAO~08/29/2023 18:40~~
Brussels (Charleroi),Alicante,2023-08-29,06:30:00.000,08:55:00.000,43.57,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~08/29/2023 06:30~ALC~08/29/2023 08:55~~
Brussels (Charleroi),Alicante,2023-08-29,12:15:00.000,14:40:00.000,58.69,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/29/2023 12:15~ALC~08/29/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-08-29,09:25:00.000,11:50:00.000,16.99,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/29/2023 09:25~IBZ~08/29/2023 11:50~~
Brussels (Charleroi),Malaga,2023-08-29,16:00:00.000,18:45:00.000,34.91,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~08/29/2023 16:00~AGP~08/29/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-08-29,07:15:00.000,10:50:00.000,93.57,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~08/29/2023 07:15~TFS~08/29/2023 10:50~~
Brussels (Charleroi),Corfu,2023-08-30,08:05:00.000,11:45:00.000,95.79,02:40,0,3,FR 6251,FR~6251~ ~~CRL~08/30/2023 08:05~CFU~08/30/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-08-30,13:10:00.000,17:45:00.000,67.13,03:35,0,4,FR 8577,FR~8577~ ~~CRL~08/30/2023 13:10~RHO~08/30/2023 17:45~~
Brussels (Charleroi),Naples,2023-08-30,16:35:00.000,18:50:00.000,38.27,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/30/2023 16:35~NAP~08/30/2023 18:50~~
Brussels (Charleroi),Palermo,2023-08-30,09:25:00.000,11:55:00.000,64.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~08/30/2023 09:25~PMO~08/30/2023 11:55~~
Brussels (Charleroi),Faro,2023-08-30,12:25:00.000,14:20:00.000,27.59,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/30/2023 12:25~FAO~08/30/2023 14:20~~
Brussels (Charleroi),Faro,2023-08-30,16:20:00.000,18:15:00.000,16.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~08/30/2023 16:20~FAO~08/30/2023 18:15~~
Brussels (Charleroi),Alicante,2023-08-30,10:00:00.000,12:25:00.000,65.89,02:25,0,5,FR 3534,FR~3534~ ~~CRL~08/30/2023 10:00~ALC~08/30/2023 12:25~~
Brussels (Charleroi),Alicante,2023-08-30,14:45:00.000,17:10:00.000,74.29,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~08/30/2023 14:45~ALC~08/30/2023 17:10~~
Brussels (Charleroi),Alicante,2023-08-30,21:55:00.000,00:20:00.000,33.47,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~08/30/2023 21:55~ALC~08/31/2023 00:20~~
Brussels,Malaga,2023-08-30,10:05:00.000,13:00:00.000,61.43,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~08/30/2023 10:05~AGP~08/30/2023 13:00~~
Brussels (Charleroi),Malaga,2023-08-30,06:45:00.000,09:30:00.000,49.27,02:45,0,3,FR 1916,FR~1916~ ~~CRL~08/30/2023 06:45~AGP~08/30/2023 09:30~~
Brussels (Charleroi),Corfu,2023-08-31,18:20:00.000,22:00:00.000,74.29,02:40,0,3,FR 6251,FR~6251~ ~~CRL~08/31/2023 18:20~CFU~08/31/2023 22:00~~
Brussels (Charleroi),Naples,2023-08-31,06:25:00.000,08:40:00.000,29.75,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~08/31/2023 06:25~NAP~08/31/2023 08:40~~
Brussels (Charleroi),Faro,2023-08-31,11:25:00.000,13:20:00.000,44.87,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~08/31/2023 11:25~FAO~08/31/2023 13:20~~
Brussels (Charleroi),Alicante,2023-08-31,09:00:00.000,11:25:00.000,49.27,02:25,0,1,FR 9053,FR~9053~ ~~CRL~08/31/2023 09:00~ALC~08/31/2023 11:25~~
Brussels (Charleroi),Alicante,2023-08-31,15:05:00.000,17:30:00.000,64.62,02:25,0,5,FR 3534,FR~3534~ ~~CRL~08/31/2023 15:05~ALC~08/31/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-08-31,10:20:00.000,12:45:00.000,33.95,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~08/31/2023 10:20~IBZ~08/31/2023 12:45~~
Brussels (Charleroi),Malaga,2023-08-31,17:30:00.000,20:15:00.000,67.74,02:45,0,1,FR 1916,FR~1916~ ~~CRL~08/31/2023 17:30~AGP~08/31/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-08-31,20:00:00.000,23:35:00.000,73.99,04:35,0,4,FR 563,FR~ 563~ ~~CRL~08/31/2023 20:00~TFS~08/31/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-09-01,07:55:00.000,12:30:00.000,89.99,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/01/2023 07:55~RHO~09/01/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-09-01,07:00:00.000,09:25:00.000,122.86,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/01/2023 07:00~BDS~09/01/2023 09:25~~
Brussels (Charleroi),Naples,2023-09-01,09:10:00.000,11:25:00.000,55.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/01/2023 09:10~NAP~09/01/2023 11:25~~
Brussels (Charleroi),Naples,2023-09-01,20:00:00.000,22:15:00.000,47.99,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~09/01/2023 20:00~NAP~09/01/2023 22:15~~
