Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Palermo,2023-09-01,16:35:00.000,19:05:00.000,109.73,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~09/01/2023 16:35~PMO~09/01/2023 19:05~~
Brussels (Charleroi),Faro,2023-09-01,07:05:00.000,09:00:00.000,58.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/01/2023 07:05~FAO~09/01/2023 09:00~~
Brussels (Charleroi),Faro,2023-09-01,17:30:00.000,19:25:00.000,58.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/01/2023 17:30~FAO~09/01/2023 19:25~~
Brussels (Charleroi),Alicante,2023-09-01,09:45:00.000,12:10:00.000,67.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/01/2023 09:45~ALC~09/01/2023 12:10~~
Brussels (Charleroi),Alicante,2023-09-01,17:20:00.000,19:45:00.000,82.74,02:25,0,2,FR 9053,FR~9053~ ~~CRL~09/01/2023 17:20~ALC~09/01/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-09-01,16:15:00.000,18:40:00.000,70.13,02:25,0,3,FR 6456,FR~6456~ ~~CRL~09/01/2023 16:15~IBZ~09/01/2023 18:40~~
Brussels (Charleroi),Malaga,2023-09-01,10:00:00.000,12:45:00.000,78.99,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~09/01/2023 10:00~AGP~09/01/2023 12:45~~
Brussels (Charleroi),Malaga,2023-09-01,20:55:00.000,23:40:00.000,58.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/01/2023 20:55~AGP~09/01/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-09-01,06:30:00.000,10:05:00.000,113.29,04:35,0,1,FR 563,FR~ 563~ ~~CRL~09/01/2023 06:30~TFS~09/01/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-09-02,08:10:00.000,12:35:00.000,129.79,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~09/02/2023 08:10~HER~09/02/2023 12:35~~
Brussels (Charleroi),Naples,2023-09-02,07:45:00.000,10:00:00.000,64.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/02/2023 07:45~NAP~09/02/2023 10:00~~
Brussels (Charleroi),Palermo,2023-09-02,21:30:00.000,23:59:00.000,85.99,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~09/02/2023 21:30~PMO~09/02/2023 23:59~~
Brussels (Charleroi),Faro,2023-09-02,11:05:00.000,13:00:00.000,90.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/02/2023 11:05~FAO~09/02/2023 13:00~~
Brussels (Charleroi),Alicante,2023-09-02,15:50:00.000,18:15:00.000,76.39,02:25,0,4,FR 3534,FR~3534~ ~~CRL~09/02/2023 15:50~ALC~09/02/2023 18:15~~
Brussels (Charleroi),Malaga,2023-09-02,13:35:00.000,16:20:00.000,94.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/02/2023 13:35~AGP~09/02/2023 16:20~~
Brussels (Charleroi),Corfu,2023-09-03,17:00:00.000,20:40:00.000,115.79,02:40,0,2,FR 6251,FR~6251~ ~~CRL~09/03/2023 17:00~CFU~09/03/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-09-03,17:30:00.000,19:55:00.000,94.99,02:25,0,5,FR 7737,FR~7737~ ~~CRL~09/03/2023 17:30~BDS~09/03/2023 19:55~~
Brussels (Charleroi),Naples,2023-09-03,09:45:00.000,12:00:00.000,74.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/03/2023 09:45~NAP~09/03/2023 12:00~~
Brussels (Charleroi),Faro,2023-09-03,16:45:00.000,18:40:00.000,104.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/03/2023 16:45~FAO~09/03/2023 18:40~~
Brussels (Charleroi),Faro,2023-09-03,19:45:00.000,21:40:00.000,104.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/03/2023 19:45~FAO~09/03/2023 21:40~~
Brussels (Charleroi),Alicante,2023-09-03,09:55:00.000,12:20:00.000,50.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/03/2023 09:55~ALC~09/03/2023 12:20~~
Brussels (Charleroi),Ibiza,2023-09-03,07:30:00.000,09:55:00.000,85.99,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~09/03/2023 07:30~IBZ~09/03/2023 09:55~~
Brussels,Malaga,2023-09-03,09:55:00.000,12:50:00.000,88.82,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~09/03/2023 09:55~AGP~09/03/2023 12:50~~
Brussels (Charleroi),Malaga,2023-09-03,21:30:00.000,00:15:00.000,47.37,02:45,0,1,FR 1916,FR~1916~ ~~CRL~09/03/2023 21:30~AGP~09/04/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-09-03,12:35:00.000,16:10:00.000,108.99,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~09/03/2023 12:35~TFS~09/03/2023 16:10~~
Brussels (Charleroi),Corfu,2023-09-04,19:20:00.000,23:00:00.000,100.59,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~09/04/2023 19:20~CFU~09/04/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-09-04,12:00:00.000,16:35:00.000,109.33,03:35,0,4,FR 8577,FR~8577~ ~~CRL~09/04/2023 12:00~RHO~09/04/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-09-04,20:55:00.000,23:20:00.000,70.99,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/04/2023 20:55~BDS~09/04/2023 23:20~~
Brussels (Charleroi),Naples,2023-09-04,06:30:00.000,08:45:00.000,89.92,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/04/2023 06:30~NAP~09/04/2023 08:45~~
Brussels (Charleroi),Naples,2023-09-04,09:30:00.000,11:45:00.000,104.42,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~09/04/2023 09:30~NAP~09/04/2023 11:45~~
Brussels (Charleroi),Palermo,2023-09-04,12:05:00.000,14:35:00.000,89.92,02:30,0,5,FR 6269,FR~6269~ ~~CRL~09/04/2023 12:05~PMO~09/04/2023 14:35~~
Brussels (Charleroi),Faro,2023-09-04,18:00:00.000,19:55:00.000,67.12,02:55,0,4,FR 2941,FR~2941~ ~~CRL~09/04/2023 18:00~FAO~09/04/2023 19:55~~
Brussels (Charleroi),Alicante,2023-09-04,16:55:00.000,19:20:00.000,67.12,02:25,0,1,FR 3534,FR~3534~ ~~CRL~09/04/2023 16:55~ALC~09/04/2023 19:20~~
Brussels,Malaga,2023-09-04,17:40:00.000,20:30:00.000,73.99,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~09/04/2023 17:40~AGP~09/04/2023 20:30~~
Brussels (Charleroi),Malaga,2023-09-04,19:20:00.000,22:05:00.000,58.99,02:45,0,5,FR 1916,FR~1916~ ~~CRL~09/04/2023 19:20~AGP~09/04/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-09-05,07:20:00.000,11:45:00.000,108.99,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~09/05/2023 07:20~HER~09/05/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-09-05,17:20:00.000,19:45:00.000,70.99,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/05/2023 17:20~BDS~09/05/2023 19:45~~
Brussels (Charleroi),Naples,2023-09-05,19:20:00.000,21:35:00.000,74.99,02:15,0,5,FR 1302,FR~1302~ ~~CRL~09/05/2023 19:20~NAP~09/05/2023 21:35~~
Brussels (Charleroi),Palermo,2023-09-05,15:35:00.000,18:05:00.000,59.04,02:30,0,5,FR 6269,FR~6269~ ~~CRL~09/05/2023 15:35~PMO~09/05/2023 18:05~~
Brussels (Charleroi),Faro,2023-09-05,13:45:00.000,15:40:00.000,82.74,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/05/2023 13:45~FAO~09/05/2023 15:40~~
Brussels (Charleroi),Faro,2023-09-05,16:45:00.000,18:40:00.000,58.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/05/2023 16:45~FAO~09/05/2023 18:40~~
Brussels (Charleroi),Alicante,2023-09-05,06:30:00.000,08:55:00.000,87.99,02:25,0,3,FR 3534,FR~3534~ ~~CRL~09/05/2023 06:30~ALC~09/05/2023 08:55~~
Brussels (Charleroi),Alicante,2023-09-05,12:15:00.000,14:40:00.000,65.87,02:25,0,1,FR 9053,FR~9053~ ~~CRL~09/05/2023 12:15~ALC~09/05/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-09-05,09:25:00.000,11:50:00.000,94.63,02:25,0,1,FR 6456,FR~6456~ ~~CRL~09/05/2023 09:25~IBZ~09/05/2023 11:50~~
Brussels (Charleroi),Malaga,2023-09-05,16:00:00.000,18:45:00.000,48.56,02:45,0,5,FR 1916,FR~1916~ ~~CRL~09/05/2023 16:00~AGP~09/05/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-09-05,07:15:00.000,10:50:00.000,150.47,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~09/05/2023 07:15~TFS~09/05/2023 10:50~~
Brussels (Charleroi),Corfu,2023-09-06,08:05:00.000,11:45:00.000,90.99,02:40,0,2,FR 6251,FR~6251~ ~~CRL~09/06/2023 08:05~CFU~09/06/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-09-06,13:10:00.000,17:45:00.000,78.99,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/06/2023 13:10~RHO~09/06/2023 17:45~~
Brussels (Charleroi),Naples,2023-09-06,16:35:00.000,18:50:00.000,64.99,02:15,0,1,FR 1302,FR~1302~ ~~CRL~09/06/2023 16:35~NAP~09/06/2023 18:50~~
Brussels (Charleroi),Palermo,2023-09-06,09:25:00.000,11:55:00.000,84.55,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~09/06/2023 09:25~PMO~09/06/2023 11:55~~
Brussels (Charleroi),Faro,2023-09-06,12:25:00.000,14:20:00.000,90.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/06/2023 12:25~FAO~09/06/2023 14:20~~
Brussels (Charleroi),Faro,2023-09-06,16:20:00.000,18:15:00.000,90.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/06/2023 16:20~FAO~09/06/2023 18:15~~
Brussels (Charleroi),Alicante,2023-09-06,10:00:00.000,12:25:00.000,87.24,02:25,0,2,FR 3534,FR~3534~ ~~CRL~09/06/2023 10:00~ALC~09/06/2023 12:25~~
Brussels (Charleroi),Alicante,2023-09-06,14:45:00.000,17:10:00.000,66.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~09/06/2023 14:45~ALC~09/06/2023 17:10~~
Brussels (Charleroi),Alicante,2023-09-06,21:55:00.000,00:20:00.000,71.49,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~09/06/2023 21:55~ALC~09/07/2023 00:20~~
Brussels,Malaga,2023-09-06,10:05:00.000,13:00:00.000,83.29,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~09/06/2023 10:05~AGP~09/06/2023 13:00~~
Brussels (Charleroi),Malaga,2023-09-06,06:45:00.000,09:30:00.000,100.59,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/06/2023 06:45~AGP~09/06/2023 09:30~~
Brussels (Charleroi),Corfu,2023-09-07,18:20:00.000,22:00:00.000,78.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~09/07/2023 18:20~CFU~09/07/2023 22:00~~
Brussels (Charleroi),Naples,2023-09-07,06:25:00.000,08:40:00.000,80.51,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/07/2023 06:25~NAP~09/07/2023 08:40~~
Brussels (Charleroi),Faro,2023-09-07,11:25:00.000,13:20:00.000,67.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/07/2023 11:25~FAO~09/07/2023 13:20~~
Brussels (Charleroi),Alicante,2023-09-07,09:00:00.000,11:25:00.000,94.99,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~09/07/2023 09:00~ALC~09/07/2023 11:25~~
Brussels (Charleroi),Alicante,2023-09-07,15:05:00.000,17:30:00.000,78.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/07/2023 15:05~ALC~09/07/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-09-07,10:20:00.000,12:45:00.000,99.99,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~09/07/2023 10:20~IBZ~09/07/2023 12:45~~
Brussels (Charleroi),Malaga,2023-09-07,17:30:00.000,20:15:00.000,84.62,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/07/2023 17:30~AGP~09/07/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-09-07,20:00:00.000,23:35:00.000,95.99,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~09/07/2023 20:00~TFS~09/07/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-09-08,07:55:00.000,12:30:00.000,78.99,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/08/2023 07:55~RHO~09/08/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-09-08,07:00:00.000,09:25:00.000,121.87,02:25,0,1,FR 7737,FR~7737~ ~~CRL~09/08/2023 07:00~BDS~09/08/2023 09:25~~
Brussels (Charleroi),Naples,2023-09-08,09:10:00.000,11:25:00.000,64.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/08/2023 09:10~NAP~09/08/2023 11:25~~
Brussels (Charleroi),Naples,2023-09-08,20:00:00.000,22:15:00.000,74.99,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~09/08/2023 20:00~NAP~09/08/2023 22:15~~
Brussels (Charleroi),Palermo,2023-09-08,16:35:00.000,19:05:00.000,99.99,02:30,0,2,FR 6269,FR~6269~ ~~CRL~09/08/2023 16:35~PMO~09/08/2023 19:05~~
Brussels (Charleroi),Faro,2023-09-08,07:05:00.000,09:00:00.000,76.39,02:55,0,4,FR 2941,FR~2941~ ~~CRL~09/08/2023 07:05~FAO~09/08/2023 09:00~~
Brussels (Charleroi),Faro,2023-09-08,17:30:00.000,19:25:00.000,84.62,02:55,0,5,FR 6312,FR~6312~ ~~CRL~09/08/2023 17:30~FAO~09/08/2023 19:25~~
Brussels (Charleroi),Alicante,2023-09-08,09:45:00.000,12:10:00.000,87.99,02:25,0,2,FR 3534,FR~3534~ ~~CRL~09/08/2023 09:45~ALC~09/08/2023 12:10~~
Brussels (Charleroi),Alicante,2023-09-08,17:20:00.000,19:45:00.000,73.24,02:25,0,1,FR 9053,FR~9053~ ~~CRL~09/08/2023 17:20~ALC~09/08/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-09-08,16:15:00.000,18:40:00.000,84.55,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~09/08/2023 16:15~IBZ~09/08/2023 18:40~~
Brussels (Charleroi),Malaga,2023-09-08,10:00:00.000,12:45:00.000,100.59,02:45,0,5,FR 1928,FR~1928~ ~~CRL~09/08/2023 10:00~AGP~09/08/2023 12:45~~
Brussels (Charleroi),Malaga,2023-09-08,20:55:00.000,23:40:00.000,82.74,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/08/2023 20:55~AGP~09/08/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-09-08,06:30:00.000,10:05:00.000,95.99,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~09/08/2023 06:30~TFS~09/08/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-09-09,08:10:00.000,12:35:00.000,120.17,03:25,0,3,FR 7986,FR~7986~ ~~CRL~09/09/2023 08:10~HER~09/09/2023 12:35~~
Brussels (Charleroi),Naples,2023-09-09,07:45:00.000,10:00:00.000,64.99,02:15,0,5,FR 1302,FR~1302~ ~~CRL~09/09/2023 07:45~NAP~09/09/2023 10:00~~
Brussels (Charleroi),Palermo,2023-09-09,21:30:00.000,23:59:00.000,55.99,02:29,0,5,FR 6269,FR~6269~ ~~CRL~09/09/2023 21:30~PMO~09/09/2023 23:59~~
Brussels (Charleroi),Faro,2023-09-09,11:05:00.000,13:00:00.000,104.99,02:55,0,4,FR 2941,FR~2941~ ~~CRL~09/09/2023 11:05~FAO~09/09/2023 13:00~~
Brussels (Charleroi),Alicante,2023-09-09,15:50:00.000,18:15:00.000,76.39,02:25,0,5,FR 3534,FR~3534~ ~~CRL~09/09/2023 15:50~ALC~09/09/2023 18:15~~
Brussels (Charleroi),Malaga,2023-09-09,13:35:00.000,16:20:00.000,90.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/09/2023 13:35~AGP~09/09/2023 16:20~~
Brussels (Charleroi),Corfu,2023-09-10,17:00:00.000,20:40:00.000,101.39,02:40,0,2,FR 6251,FR~6251~ ~~CRL~09/10/2023 17:00~CFU~09/10/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-09-10,17:30:00.000,19:55:00.000,68.2,02:25,0,1,FR 7737,FR~7737~ ~~CRL~09/10/2023 17:30~BDS~09/10/2023 19:55~~
Brussels (Charleroi),Naples,2023-09-10,09:45:00.000,12:00:00.000,64.99,02:15,0,1,FR 1302,FR~1302~ ~~CRL~09/10/2023 09:45~NAP~09/10/2023 12:00~~
Brussels (Charleroi),Faro,2023-09-10,16:45:00.000,18:40:00.000,104.99,02:55,0,4,FR 2941,FR~2941~ ~~CRL~09/10/2023 16:45~FAO~09/10/2023 18:40~~
Brussels (Charleroi),Faro,2023-09-10,19:45:00.000,21:40:00.000,104.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/10/2023 19:45~FAO~09/10/2023 21:40~~
Brussels (Charleroi),Alicante,2023-09-10,09:55:00.000,12:20:00.000,71.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/10/2023 09:55~ALC~09/10/2023 12:20~~
Brussels (Charleroi),Ibiza,2023-09-10,07:30:00.000,09:55:00.000,94.63,02:25,0,1,FR 6456,FR~6456~ ~~CRL~09/10/2023 07:30~IBZ~09/10/2023 09:55~~
Brussels,Malaga,2023-09-10,09:55:00.000,12:50:00.000,107.59,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~09/10/2023 09:55~AGP~09/10/2023 12:50~~
Brussels (Charleroi),Malaga,2023-09-10,21:30:00.000,00:15:00.000,67.12,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/10/2023 21:30~AGP~09/11/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-09-10,12:35:00.000,16:10:00.000,120.17,04:35,0,1,FR 563,FR~ 563~ ~~CRL~09/10/2023 12:35~TFS~09/10/2023 16:10~~
Brussels (Charleroi),Corfu,2023-09-11,19:20:00.000,23:00:00.000,67.99,02:40,0,4,FR 6251,FR~6251~ ~~CRL~09/11/2023 19:20~CFU~09/11/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-09-11,12:00:00.000,16:35:00.000,95.96,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/11/2023 12:00~RHO~09/11/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-09-11,20:55:00.000,23:20:00.000,51.99,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/11/2023 20:55~BDS~09/11/2023 23:20~~
Brussels (Charleroi),Naples,2023-09-11,06:30:00.000,08:45:00.000,64.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/11/2023 06:30~NAP~09/11/2023 08:45~~
Brussels (Charleroi),Naples,2023-09-11,09:30:00.000,11:45:00.000,64.99,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~09/11/2023 09:30~NAP~09/11/2023 11:45~~
Brussels (Charleroi),Palermo,2023-09-11,12:05:00.000,14:35:00.000,64.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~09/11/2023 12:05~PMO~09/11/2023 14:35~~
Brussels (Charleroi),Faro,2023-09-11,18:00:00.000,19:55:00.000,84.62,02:55,0,5,FR 2941,FR~2941~ ~~CRL~09/11/2023 18:00~FAO~09/11/2023 19:55~~
Brussels (Charleroi),Alicante,2023-09-11,16:55:00.000,19:20:00.000,78.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/11/2023 16:55~ALC~09/11/2023 19:20~~
Brussels,Malaga,2023-09-11,17:40:00.000,20:30:00.000,84.99,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~09/11/2023 17:40~AGP~09/11/2023 20:30~~
Brussels (Charleroi),Malaga,2023-09-11,19:20:00.000,22:05:00.000,78.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/11/2023 19:20~AGP~09/11/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-09-12,07:20:00.000,11:45:00.000,105.71,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~09/12/2023 07:20~HER~09/12/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-09-12,17:20:00.000,19:45:00.000,70.99,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/12/2023 17:20~BDS~09/12/2023 19:45~~
Brussels (Charleroi),Naples,2023-09-12,19:20:00.000,21:35:00.000,64.99,02:15,0,5,FR 1302,FR~1302~ ~~CRL~09/12/2023 19:20~NAP~09/12/2023 21:35~~
Brussels (Charleroi),Palermo,2023-09-12,15:35:00.000,18:05:00.000,52.01,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~09/12/2023 15:35~PMO~09/12/2023 18:05~~
Brussels (Charleroi),Faro,2023-09-12,13:45:00.000,15:40:00.000,90.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/12/2023 13:45~FAO~09/12/2023 15:40~~
Brussels (Charleroi),Faro,2023-09-12,16:45:00.000,18:40:00.000,90.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/12/2023 16:45~FAO~09/12/2023 18:40~~
Brussels (Charleroi),Alicante,2023-09-12,06:30:00.000,08:55:00.000,57.05,02:25,0,2,FR 3534,FR~3534~ ~~CRL~09/12/2023 06:30~ALC~09/12/2023 08:55~~
Brussels (Charleroi),Alicante,2023-09-12,12:15:00.000,14:40:00.000,57.05,02:25,0,3,FR 9053,FR~9053~ ~~CRL~09/12/2023 12:15~ALC~09/12/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-09-12,09:25:00.000,11:50:00.000,83.08,02:25,0,4,FR 6456,FR~6456~ ~~CRL~09/12/2023 09:25~IBZ~09/12/2023 11:50~~
Brussels (Charleroi),Malaga,2023-09-12,16:00:00.000,18:45:00.000,77.09,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/12/2023 16:00~AGP~09/12/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-09-12,07:15:00.000,10:50:00.000,104.9,04:35,0,1,FR 563,FR~ 563~ ~~CRL~09/12/2023 07:15~TFS~09/12/2023 10:50~~
Brussels (Charleroi),Corfu,2023-09-13,08:05:00.000,11:45:00.000,87.99,02:40,0,5,FR 6251,FR~6251~ ~~CRL~09/13/2023 08:05~CFU~09/13/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-09-13,13:10:00.000,17:45:00.000,88.68,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/13/2023 13:10~RHO~09/13/2023 17:45~~
Brussels (Charleroi),Naples,2023-09-13,16:35:00.000,18:50:00.000,64.99,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~09/13/2023 16:35~NAP~09/13/2023 18:50~~
Brussels (Charleroi),Palermo,2023-09-13,09:25:00.000,11:55:00.000,63.92,02:30,0,2,FR 6269,FR~6269~ ~~CRL~09/13/2023 09:25~PMO~09/13/2023 11:55~~
Brussels (Charleroi),Faro,2023-09-13,12:25:00.000,14:20:00.000,73.24,02:55,0,4,FR 2941,FR~2941~ ~~CRL~09/13/2023 12:25~FAO~09/13/2023 14:20~~
Brussels (Charleroi),Faro,2023-09-13,16:20:00.000,18:15:00.000,58.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~09/13/2023 16:20~FAO~09/13/2023 18:15~~
Brussels (Charleroi),Alicante,2023-09-13,10:00:00.000,12:25:00.000,78.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/13/2023 10:00~ALC~09/13/2023 12:25~~
Brussels (Charleroi),Alicante,2023-09-13,14:45:00.000,17:10:00.000,55.12,02:25,0,5,FR 9053,FR~9053~ ~~CRL~09/13/2023 14:45~ALC~09/13/2023 17:10~~
Brussels (Charleroi),Alicante,2023-09-13,21:55:00.000,00:20:00.000,50.99,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~09/13/2023 21:55~ALC~09/14/2023 00:20~~
Brussels,Malaga,2023-09-13,10:05:00.000,13:00:00.000,84.99,02:55,0,1,FR 2923,FR~2923~ ~~BRU~09/13/2023 10:05~AGP~09/13/2023 13:00~~
Brussels (Charleroi),Malaga,2023-09-13,06:45:00.000,09:30:00.000,96.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/13/2023 06:45~AGP~09/13/2023 09:30~~
Brussels (Charleroi),Corfu,2023-09-14,18:20:00.000,22:00:00.000,90.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~09/14/2023 18:20~CFU~09/14/2023 22:00~~
Brussels (Charleroi),Naples,2023-09-14,06:25:00.000,08:40:00.000,64.99,02:15,0,3,FR 1302,FR~1302~ ~~CRL~09/14/2023 06:25~NAP~09/14/2023 08:40~~
Brussels (Charleroi),Faro,2023-09-14,11:25:00.000,13:20:00.000,50.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~09/14/2023 11:25~FAO~09/14/2023 13:20~~
Brussels (Charleroi),Alicante,2023-09-14,09:00:00.000,11:25:00.000,58.99,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~09/14/2023 09:00~ALC~09/14/2023 11:25~~
Brussels (Charleroi),Alicante,2023-09-14,15:05:00.000,17:30:00.000,67.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~09/14/2023 15:05~ALC~09/14/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-09-14,10:20:00.000,12:45:00.000,99.99,02:25,0,1,FR 6456,FR~6456~ ~~CRL~09/14/2023 10:20~IBZ~09/14/2023 12:45~~
Brussels (Charleroi),Malaga,2023-09-14,17:30:00.000,20:15:00.000,82.74,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~09/14/2023 17:30~AGP~09/14/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-09-14,20:00:00.000,23:35:00.000,83.99,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~09/14/2023 20:00~TFS~09/14/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-09-15,07:55:00.000,12:30:00.000,99.53,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~09/15/2023 07:55~RHO~09/15/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-09-15,07:00:00.000,09:25:00.000,257.13,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~09/15/2023 07:00~BDS~09/15/2023 09:25~~
Brussels (Charleroi),Naples,2023-09-15,09:10:00.000,11:25:00.000,83.08,02:15,0,4,FR 1302,FR~1302~ ~~CRL~09/15/2023 09:10~NAP~09/15/2023 11:25~~
Brussels (Charleroi),Naples,2023-09-15,20:00:00.000,22:15:00.000,50.67,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~09/15/2023 20:00~NAP~09/15/2023 22:15~~
Brussels (Charleroi),Palermo,2023-09-15,16:35:00.000,19:05:00.000,121.14,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~09/15/2023 16:35~PMO~09/15/2023 19:05~~
